одним	один	DET	Case=Ins|Degree=Pos|Gender=Neut|Number=Sing
одним	один	DET	Case=Ins|Degree=Pos|Gender=Masc|Number=Sing
молекул	молекула	NOUN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur
доктора	доктор	NOUN	Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing
авиация	авиация	NOUN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing
клубы	клуб	NOUN	Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur
клубы	клуб	NOUN	Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur
российскому	российский	ADJ	Case=Dat|Degree=Pos|Gender=Masc|Number=Sing
российскому	российский	ADJ	Case=Dat|Degree=Pos|Gender=Neut|Number=Sing
соседа	сосед	NOUN	Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing
признаков	признак	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur
воли	воля	NOUN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing
порядки	порядок	NOUN	Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur
нескольких	несколько	NUM	Case=Loc
нескольких	несколько	NUM	Case=Gen
Некоторым	некоторый	DET	Case=Dat|Number=Plur
управлении	управление	NOUN	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing
военная	военный	ADJ	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing
рассуждать	рассуждать	VERB	Aspect=Imp|VerbForm=Inf|Voice=Act
сущности	сущность	NOUN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur
сущности	сущность	NOUN	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing
охрана	охрана	NOUN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing
контактов	контакт	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur
;	;	PUNCT	_
исключение	исключение	NOUN	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing
явится	явиться	VERB	Aspect=Perf|Mood=Ind|Number=Sing|Person=3|Tense=Fut|VerbForm=Fin|Voice=Mid
сел	сесть	VERB	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid
сел	село	NOUN	Animacy=Inan|Case=Gen|Gender=Neut|Number=Plur
заместителя	заместитель	NOUN	Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing
заместителя	заместитель	NOUN	Animacy=Anim|Case=Acc|Gender=Masc|Number=Sing
вступил	вступить	VERB	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
тура	тур	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing
независим	независимый	ADJ	Degree=Pos|Gender=Masc|Number=Sing|Variant=Short
осенью	осень	NOUN	Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing
поднимать	поднимать	VERB	Aspect=Imp|VerbForm=Inf|Voice=Act
ясен	ясный	ADJ	Degree=Pos|Gender=Masc|Number=Sing|Variant=Short
высокими	высокий	ADJ	Case=Ins|Degree=Pos|Number=Plur
сохраняет	сохранять	VERB	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act
тайгу	тайга	NOUN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing
пригласили	пригласить	VERB	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act
Дальнего	дальний	ADJ	Case=Gen|Degree=Pos|Gender=Masc|Number=Sing
собранию	собрание	NOUN	Animacy=Inan|Case=Dat|Gender=Neut|Number=Sing
престижа	престиж	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing
начнут	начать	VERB	Aspect=Perf|Mood=Ind|Number=Plur|Person=3|Tense=Fut|VerbForm=Fin|Voice=Act
мыслить	мыслить	VERB	Aspect=Imp|VerbForm=Inf|Voice=Act
Дедушка	дедушка	NOUN	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing
забастовку	забастовка	NOUN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing
участков	участок	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur
Андропов	Андропов	PROPN	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing
составленный	составить	VERB	Aspect=Perf|Case=Nom|Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part|Voice=Pass
представленных	представить	VERB	Aspect=Perf|Case=Gen|Number=Plur|Tense=Past|VerbForm=Part|Voice=Pass
находится	находиться	VERB	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid
насосов	насос	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur
Монахова	Монахов	PROPN	Animacy=Anim|Case=Acc|Gender=Masc|Number=Sing
Монахова	Монахов	PROPN	Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing
высоко	высоко	ADV	Degree=Pos
Петра	Петр	PROPN	Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing
3,5	3,5	NUM	_
пользу	польза	NOUN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing
оценкой	оценка	NOUN	Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing
апреля	апрель	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing
производств	производство	NOUN	Animacy=Inan|Case=Gen|Gender=Neut|Number=Plur
военный	военный	ADJ	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing
19	19	NUM	_
чувства	чувство	NOUN	Animacy=Inan|Case=Nom|Gender=Neut|Number=Plur
чувства	чувство	NOUN	Animacy=Inan|Case=Acc|Gender=Neut|Number=Plur
чувства	чувство	NOUN	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing
получен	получить	VERB	Aspect=Perf|Gender=Masc|Number=Sing|Tense=Past|Variant=Short|VerbForm=Part|Voice=Pass
выставках	выставка	NOUN	Animacy=Inan|Case=Loc|Gender=Fem|Number=Plur
быстрым	быстрый	ADJ	Case=Ins|Degree=Pos|Gender=Masc|Number=Sing
Королева	Королев	PROPN	Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing
веру	вера	NOUN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing
Похожая	похожий	ADJ	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing
лицензию	лицензия	NOUN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing
Что-то	что-то	PRON	Case=Nom
Что-то	что-то	PRON	Case=Acc
Лев	Лев	PROPN	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing
образует	образовывать	VERB	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act
британской	британский	ADJ	Case=Gen|Degree=Pos|Gender=Fem|Number=Sing
британской	британский	ADJ	Case=Loc|Degree=Pos|Gender=Fem|Number=Sing
бактерий	бактерия	NOUN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur
журналистики	журналистика	NOUN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing
формулировать	формулировать	VERB	Aspect=Imp|VerbForm=Inf|Voice=Act
отечественного	отечественный	ADJ	Case=Gen|Degree=Pos|Gender=Neut|Number=Sing
отечественного	отечественный	ADJ	Case=Gen|Degree=Pos|Gender=Masc|Number=Sing
Не	не	PART	_
ездил	ездить	VERB	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
лыжам	лыжа	NOUN	Animacy=Inan|Case=Dat|Gender=Fem|Number=Plur
заработок	заработок	NOUN	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing
кое-где	кое-где	ADV	Degree=Pos
здравствует	здравствовать	VERB	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act
энергично	энергично	ADV	Degree=Pos
встречу	встреча	NOUN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing
достойных	достойный	ADJ	Case=Gen|Degree=Pos|Number=Plur
укрепления	укрепление	NOUN	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing
филиале	филиал	NOUN	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing
Политехнического	политехнический	ADJ	Case=Gen|Degree=Pos|Gender=Masc|Number=Sing
такие	такой	DET	Case=Acc|Number=Plur
такие	такой	DET	Case=Nom|Number=Plur
выступила	выступить	VERB	Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
жену	жена	NOUN	Animacy=Anim|Case=Acc|Gender=Fem|Number=Sing
После	после	ADP	_
победе	победа	NOUN	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing
снижения	снижение	NOUN	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing
тайна	тайна	NOUN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing
врагом	враг	NOUN	Animacy=Anim|Case=Ins|Gender=Masc|Number=Sing
воздействии	воздействие	NOUN	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing
Лицо	лицо	NOUN	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing
век	век	NOUN	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing
век	век	NOUN	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing
году	год	NOUN	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing
году	год	NOUN	Animacy=Inan|Case=Dat|Gender=Masc|Number=Sing
ориентацию	ориентация	NOUN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing
поможет	помочь	VERB	Aspect=Perf|Mood=Ind|Number=Sing|Person=3|Tense=Fut|VerbForm=Fin|Voice=Act
Австралии	Австралия	PROPN	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing
Австралии	Австралия	PROPN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing
субъектов	субъект	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur
клетку	клетка	NOUN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing
парке	парк	NOUN	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing
организовывать	организовывать	VERB	Aspect=Imp|VerbForm=Inf|Voice=Act
изделий	изделие	NOUN	Animacy=Inan|Case=Gen|Gender=Neut|Number=Plur
вернее	верно	ADV	Degree=Cmp
водитель	водитель	NOUN	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing
доводилось	доводиться	VERB	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid
дожидаться	дожидаться	VERB	Aspect=Imp|VerbForm=Inf|Voice=Mid
пересмотра	пересмотр	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing
немецкими	немецкий	ADJ	Case=Ins|Degree=Pos|Number=Plur
набрать	набрать	VERB	Aspect=Perf|VerbForm=Inf|Voice=Act
колес	колесо	NOUN	Animacy=Inan|Case=Gen|Gender=Neut|Number=Plur
задал	задать	VERB	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
исходит	исходить	VERB	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act
решении	решение	NOUN	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing
ведущих	ведущий	ADJ	Case=Gen|Degree=Pos|Number=Plur
ведущих	вести	VERB	Aspect=Imp|Case=Gen|Number=Plur|Tense=Pres|VerbForm=Part|Voice=Act
классе	класс	NOUN	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing
мертвые	мертвый	ADJ	Case=Nom|Degree=Pos|Number=Plur
гранатами	граната	NOUN	Animacy=Inan|Case=Ins|Gender=Fem|Number=Plur
принадлежала	принадлежать	VERB	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
лауреат	лауреат	NOUN	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing
продолжением	продолжение	NOUN	Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing
производственного	производственный	ADJ	Case=Gen|Degree=Pos|Gender=Masc|Number=Sing
производственного	производственный	ADJ	Case=Gen|Degree=Pos|Gender=Neut|Number=Sing
молчал	молчать	VERB	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
недавних	недавний	ADJ	Case=Gen|Degree=Pos|Number=Plur
споры	спор	NOUN	Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur
споры	спор	NOUN	Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur
искусства	искусство	NOUN	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing
тает	таять	VERB	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act
говорить	говорить	VERB	Aspect=Imp|VerbForm=Inf|Voice=Act
электроэнергии	электроэнергия	NOUN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing
фараона	фараон	NOUN	Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing
штабе	штаб	NOUN	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing
зимних	зимний	ADJ	Case=Gen|Degree=Pos|Number=Plur
административная	административный	ADJ	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing
гражданам	гражданин	NOUN	Animacy=Anim|Case=Dat|Gender=Masc|Number=Plur
контейнера	контейнер	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing
112	112	NUM	_
одинаковы	одинаковый	ADJ	Degree=Pos|Number=Plur|Variant=Short
Греция	Греция	PROPN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing
Будучи	быть	AUX	Aspect=Imp|Tense=Pres|VerbForm=Conv|Voice=Act
темноты	темнота	NOUN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing
поставки	поставка	NOUN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur
погоду	погода	NOUN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing
недовольство	недовольство	NOUN	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing
недовольство	недовольство	NOUN	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing
Новгороде	Новгород	PROPN	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing
качествах	качество	NOUN	Animacy=Inan|Case=Loc|Gender=Neut|Number=Plur
колоссальную	колоссальный	ADJ	Case=Acc|Degree=Pos|Gender=Fem|Number=Sing
головного	головной	ADJ	Case=Gen|Degree=Pos|Gender=Masc|Number=Sing
правда	правда	ADV	Degree=Pos
правда	правда	NOUN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing
дополнительного	дополнительный	ADJ	Case=Gen|Degree=Pos|Gender=Neut|Number=Sing
строго	строго	ADV	Degree=Pos
старого	старый	ADJ	Case=Gen|Degree=Pos|Gender=Masc|Number=Sing
препятствия	препятствие	NOUN	Animacy=Inan|Case=Acc|Gender=Neut|Number=Plur
красный	красный	ADJ	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing
Винер	Винер	PROPN	Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing
налоговую	налоговый	ADJ	Case=Acc|Degree=Pos|Gender=Fem|Number=Sing
потоке	поток	NOUN	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing
нужное	нужный	ADJ	Case=Acc|Degree=Pos|Gender=Neut|Number=Sing
откуда	откуда	ADV	Degree=Pos
явный	явный	ADJ	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing
совершенствованию	совершенствование	NOUN	Animacy=Inan|Case=Dat|Gender=Neut|Number=Sing
7	7	NUM	_
править	править	VERB	Aspect=Imp|VerbForm=Inf|Voice=Act
Похоже	похоже	ADV	Degree=Pos
Похоже	похожий	ADJ	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short
скажем	сказать	VERB	Aspect=Perf|Mood=Ind|Number=Plur|Person=1|Tense=Fut|VerbForm=Fin|Voice=Act
дальнейшего	дальнейший	ADJ	Case=Gen|Degree=Pos|Gender=Neut|Number=Sing
дальнейшего	дальнейший	ADJ	Case=Gen|Degree=Pos|Gender=Masc|Number=Sing
преемственности	преемственность	NOUN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing
Какая	какой	DET	Case=Nom|Gender=Fem|Number=Sing
Ленечка	Ленечка	PROPN	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing
объяснений	объяснение	NOUN	Animacy=Inan|Case=Gen|Gender=Neut|Number=Plur
международной	международный	ADJ	Case=Dat|Degree=Pos|Gender=Fem|Number=Sing
международной	международный	ADJ	Case=Loc|Degree=Pos|Gender=Fem|Number=Sing
международной	международный	ADJ	Case=Gen|Degree=Pos|Gender=Fem|Number=Sing
заявляют	заявлять	VERB	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act
