# P	count	tag	form
0.1	1	PROPN	city
1.0	3	NOUN	hundreds
1.0	1	ADJ	five-kilometer-high
1.0	3	NOUN	towers
1.0	1	VERB	encircle
1.0	1	ADJ	civic
0.5	1	NOUN	agent
0.5	1	PROPN	agent
1.0	1	VERB	notices
1.0	1	VERB	noticing
1.0	1	VERB	attaches
1.0	2	PRON	itself
1.0	43	PRON	your
1.0	1	NOUN	infospace
1.0	1	VERB	whispering
1.0	1	NOUN	suspension
1.0	4	AUX	must
1.0	1	VERB	weather
1.0	1	NOUN	hurricane
1.0	1	NOUN	destruction
1.0	2	NUM	80
1.0	4	NOUN	population
1.0	1	ADJ	stable
1.0	1	NUM	53
1.0	3	NUM	million
1.0	2	ADJ	average
1.0	1	NUM	62
1.0	1	NOUN	rate
1.0	1	NUM	0.22
1.0	1	ADJ	net
1.0	1	NOUN	immigration
1.0	1	NOUN	squatright
1.0	1	NUM	311
1.0	1	ADJ	cubic
1.0	1	ADP	per
1.0	1	NOUN	resident
0.75	3	SCONJ	until
0.25	1	ADP	until
1.0	1	VERB	brush
0.33	1	ADP	away
0.67	2	ADV	away
1.0	1	VERB	lean
1.0	2	NOUN	wind
1.0	1	VERB	whips
1.0	1	NOUN	hair
1.0	1	VERB	ruffles
1.0	1	NOUN	skirt
0.78	7	ADP	around
0.22	2	ADV	around
1.0	2	NOUN	knees
1.0	2	NOUN	tourist
1.0	1	VERB	remember
1.0	1	NOUN	trip
1.0	1	ADJ	upper
1.0	1	NOUN	levels
1.0	2	NOUN	edge
1.0	1	ADJ	angry
1.0	2	NOUN	swarm
1.0	1	VERB	whirring
1.0	1	VERB	buzzing
1.0	1	NOUN	warnings
1.0	1	VERB	shoving
0.78	7	ADV	back
0.11	1	VERB	back
0.11	1	ADP	back
1.0	1	NOUN	mosquito
1.0	1	NOUN	chaperones
1.0	2	NOUN	everyone
1.0	1	VERB	tries
0.71	5	ADV	once
0.29	2	SCONJ	once
0.33	1	ADP	except
0.67	2	SCONJ	except
1.0	5	PART	n’t
1.0	1	VERB	clutch
1.0	1	ADJ	hot
1.0	1	NOUN	animal
1.0	1	NOUN	fear
1.0	1	VERB	surges
1.0	2	NOUN	chest
1.0	1	VERB	looks
1.0	1	NOUN	gap
1.0	1	NOUN	forty
1.0	1	VERB	smiles
1.0	1	ADJ	brilliant
1.0	1	ADJ	heartbreaking
1.0	2	NOUN	smile
1.0	8	ADV	then
1.0	2	VERB	lets
1.0	6	VERB	go
1.0	1	VERB	falls
1.0	2	VERB	scream
1.0	1	ADJ	fucking
1.0	1	NOUN	airsurfers
1.0	5	VERB	says
0.92	12	ADP	off
0.08	1	ADV	off
1.0	9	ADP	near
1.0	1	ADJ	tall
1.0	1	ADJ	hook-nosed
1.0	1	ADJ	fashionable
1.0	1	NOUN	whorls
1.0	1	NOUN	pox
1.0	1	NOUN	acne
1.0	3	VERB	making
1.0	1	NOUN	constellations
1.0	1	NOUN	cheeks
1.0	1	ADJ	glowing
1.0	1	ADJ	formal
1.0	1	NOUN	tattoos
1.0	1	NOUN	committees
1.0	1	NOUN	lifebrands
1.0	1	VERB	adorning
1.0	1	ADJ	massive
1.0	1	NOUN	triceps
1.0	1	VERB	swallow
0.75	3	ADJ	dry
0.25	1	VERB	dry
1.0	1	NOUN	throat
1.0	19	NOUN	people
1.0	1	VERB	hearing
1.0	5	PUNCT	!
1.0	2	VERB	gives
1.0	1	ADJ	hooded
0.25	1	NOUN	look
0.75	3	VERB	look
1.0	1	VERB	infect
1.0	2	PRON	themselves
1.0	1	NOUN	designer
1.0	1	NOUN	virus
1.0	2	VERB	hack
1.0	1	NOUN	person-recognition
1.0	1	NOUN	systems
1.0	1	VERB	jump
1.0	1	VERB	watch
1.0	1	VERB	swept
0.5	2	ADP	past
0.25	1	NOUN	past
0.25	1	ADV	past
1.0	1	ADJ	whalelike
1.0	1	NOUN	oval
0.77	10	ADJ	public
0.23	3	NOUN	public
1.0	1	NOUN	pool
1.0	1	ADJ	202nd
1.0	1	ADJ	sloping
1.0	1	NOUN	mandala
1.0	1	PROPN	google
1.0	1	NOUN	offices
1.0	2	ADJ	164th
1.0	1	ADJ	131st
0.83	5	ADJ	old
0.17	1	PROPN	old
1.0	2	PROPN	stock
1.0	2	PROPN	exchange
0.33	1	ADV	upside-down
0.67	2	ADJ	upside-down
1.0	3	NOUN	hipster
1.0	1	NOUN	den
1.0	3	VERB	closing
1.0	1	ADJ	silver
1.0	1	VERB	coalesces
1.0	1	VERB	vanishes
1.0	1	NOUN	snip
1.0	1	NOUN	scallion
1.0	1	ADJ	cloudy
1.0	1	NOUN	miso
1.0	1	NOUN	soup
1.0	1	NOUN	cloud
1.0	1	VERB	disperses
1.0	2	VERB	standing
1.0	1	NOUN	overhangs
1.0	1	VERB	waves
1.0	1	ADJ	antlike
1.0	1	VERB	crawls
1.0	1	NOUN	dormer
1.0	1	NOUN	window
1.0	1	ADJ	funny
1.0	4	ADJ	huge
1.0	1	NOUN	drain
0.67	2	NOUN	emergency
0.33	1	PROPN	emergency
1.0	1	NOUN	preparedness
1.0	1	NOUN	ripple
1.0	1	NOUN	effects
1.0	1	VERB	causing
1.0	1	NOUN	slowdowns
1.0	1	NOUN	freeloaders
1.0	1	VERB	drive
1.0	1	ADJ	systemic
1.0	1	NOUN	evolution
1.0	9	VERB	find
1.0	2	PRON	yourself
1.0	1	VERB	saying
1.0	1	VERB	quote
1.0	1	NOUN	founders
1.0	3	PRON	me
1.0	1	VERB	snaps
0.5	4	PROPN	free
0.5	4	ADJ	free
1.0	1	ADJ	fragile
1.0	1	NOUN	minute
0.8	4	ADJ	enough
0.2	1	ADV	enough
1.0	1	ADJ	anticontributive
1.0	1	NOUN	behavior
0.4	2	ADJ	cool
0.6	3	VERB	cool
0.64	14	NOUN	party
0.05	1	VERB	party
0.32	7	PROPN	party
1.0	1	ADJ	capitalist
1.0	1	NOUN	competition
0.6	3	NOUN	state
0.4	2	PROPN	state
1.0	2	NOUN	control
1.0	1	VERB	stares
1.0	2	VERB	meet
1.0	1	NOUN	eye
1.0	2	VERB	talk
1.0	1	VERB	paying
1.0	1	NOUN	rep
1.0	43	AUX	will
1.0	1	VERB	trashed
1.0	8	ADJ	major
1.0	1	NOUN	servers
1.0	2	AUX	wo
1.0	1	AUX	’ll
1.0	1	VERB	defriended
0.8	4	DET	every
0.2	1	PRON	every
1.0	1	NOUN	tribes
1.0	1	VERB	got
0.67	2	VERB	sailing
0.33	1	NOUN	sailing
1.0	2	VERB	missed
1.0	1	VERB	cuts
1.0	2	ADJ	50th
1.0	1	VERB	trading
1.0	2	NOUN	floor
1.0	1	VERB	deserted
1.0	1	NOUN	heaps
1.0	1	VERB	yellowed
1.0	1	NOUN	euros
1.0	1	NOUN	deutschmarks
1.0	1	VERB	dumped
1.0	1	NOUN	snowdrifts
1.0	1	NOUN	wood
1.0	2	NOUN	panel
1.0	1	NOUN	marble
1.0	1	NOUN	silence
1.0	2	ADV	strangely
0.75	3	ADJ	clear
0.25	1	VERB	clear
1.0	1	VERB	realize
0.34	10	VERB	has
0.66	19	AUX	has
1.0	3	NOUN	eyes
1.0	1	NOUN	ears
1.0	2	VERB	walk
1.0	1	ADJ	empty
1.0	1	ADJ	miteless
1.0	1	NOUN	rooms
1.0	1	VERB	stepping
0.25	1	NOUN	light
0.25	1	PROPN	light
0.5	2	ADJ	light
1.0	1	NOUN	fixtures
1.0	1	NOUN	doorway
1.0	1	ADJ	blue
1.0	1	ADJ	radiant
1.0	1	ADJ	chaste
1.0	1	ADJ	bashful
1.0	1	VERB	comes
1.0	16	VERB	want
1.0	1	VERB	infected
1.0	2	VERB	fly
1.0	1	VERB	nod
1.0	1	VERB	leans
1.0	1	NOUN	kiss
1.0	5	PROPN	wikinews
1.0	1	PROPN	christopher
0.86	6	PROPN	hill
0.14	1	NOUN	hill
0.56	5	PROPN	republican
0.44	4	ADJ	republican
1.0	3	ADJ	presidential
1.0	10	NOUN	candidate
1.0	2	NOUN	qualifications
1.0	1	VERB	assist
1.0	1	VERB	executing
1.0	1	NOUN	duties
1.0	7	PRON	my
1.0	2	NOUN	service
1.0	2	PROPN	officer
1.0	5	PROPN	force
1.0	46	PRON	i
1.0	3	NOUN	oath
1.0	2	PROPN	constitution
1.0	1	VERB	understood
1.0	1	NOUN	politicians
1.0	1	VERB	profess
1.0	2	NOUN	office
1.0	1	VERB	pursue
1.0	5	NOUN	agenda
1.0	1	VERB	reward
1.0	5	NOUN	voters
1.0	1	VERB	serve
1.0	1	VERB	guided
1.0	5	SCONJ	why
1.0	1	ADJ	lower
1.0	6	ADJ	likely
0.5	1	VERB	win
0.5	1	NOUN	win
1.0	1	NOUN	effect
1.0	1	NOUN	change
1.0	2	ADJ	young
1.0	2	NOUN	man
1.0	2	PROPN	rotc
1.0	3	VERB	chosen
1.0	2	VERB	attend
1.0	1	ADJ	unique
0.4	2	PROPN	pilot
0.6	3	NOUN	pilot
0.5	2	PROPN	training
0.5	2	NOUN	training
0.43	3	PROPN	program
0.57	4	NOUN	program
1.0	1	PROPN	euro-
1.0	1	PROPN	nato
1.0	1	PROPN	joint
1.0	1	PROPN	jet
1.0	2	VERB	selected
1.0	2	NUM	180
1.0	2	NOUN	officers
1.0	1	PROPN	academy
1.0	1	PROPN	squadron
0.25	1	PROPN	school
0.75	3	NOUN	school
1.0	2	VERB	volunteered
1.0	1	VERB	knew
1.0	4	VERB	wanted
1.0	3	NOUN	fighter
0.33	1	PROPN	top
0.33	1	ADJ	top
0.33	1	NOUN	top
1.0	1	PROPN	spear
1.0	6	NOUN	days
1.0	3	NOUN	nothing
1.0	41	SCONJ	if
1.0	1	VERB	graduated
1.0	1	VERB	assigned
1.0	1	ADV	quite
1.0	3	NOUN	material
0.86	6	VERB	had
0.14	1	AUX	had
1.0	1	NOUN	aircraft
1.0	1	VERB	washed
1.0	1	VERB	proven
1.0	1	ADJ	ineffective
1.0	1	NOUN	body
1.0	2	NOUN	difference
1.0	1	NOUN	bully
1.0	2	NOUN	pulpit
1.0	2	VERB	speak
1.0	3	NOUN	politics
1.0	2	NOUN	career
1.0	2	NOUN	ties
0.5	1	VERB	date
0.5	1	NOUN	date
1.0	1	NUM	1979
1.0	2	PROPN	ronald
1.0	2	PROPN	reagan
1.0	3	NOUN	campaign
1.0	2	PROPN	hampshire
1.0	1	VERB	believed
1.0	3	NOUN	parties
1.0	5	NOUN	today
1.0	3	PROPN	americans
1.0	9	AUX	am
1.0	1	ADJ	skeptical
1.0	5	VERB	understand
1.0	8	ADJ	third
1.0	5	NOUN	candidates
1.0	4	NOUN	success
1.0	1	VERB	hope
0.5	1	VERB	lead
0.5	1	NOUN	lead
1.0	3	NOUN	direction
0.33	1	ADJ	working
0.67	2	VERB	working
1.0	12	SCONJ	how
1.0	2	NOUN	debates
1.0	1	NOUN	impact
1.0	2	NOUN	polls
1.0	2	VERB	invited
1.0	2	VERB	raise
0.5	1	VERB	poll
0.5	1	NOUN	poll
1.0	5	NOUN	effort
1.0	1	ADJ	underway
1.0	1	VERB	listed
1.0	1	PROPN	politics1
1.0	1	VERB	receive
1.0	1	NOUN	nomination
1.0	1	VERB	consider
0.5	1	VERB	running
0.5	1	NOUN	running
1.0	5	NOUN	nominee
1.0	3	NUM	2016
0.75	9	AUX	may
0.25	3	PROPN	may
1.0	1	VERB	reconsider
1.0	3	ADJ	previous
1.0	2	NOUN	campaigns
1.0	1	NUM	84
1.0	2	PROPN	george
1.0	1	PROPN	h.
1.0	2	PROPN	w.
1.0	2	PROPN	bush
1.0	1	NUM	88
1.0	1	NUM	92
1.0	1	PROPN	phil
1.0	1	PROPN	gramm
1.0	1	NUM	96
1.0	1	NUM	2000
1.0	1	PROPN	romney
1.0	1	NUM	08
1.0	2	NOUN	thoughts
1.0	1	PROPN	barack
1.0	2	PROPN	obama
1.0	7	VERB	done
1.0	2	ADV	differently
0.88	7	ADV	far
0.12	1	ADJ	far
0.33	1	ADJ	left
0.67	2	VERB	left
1.0	1	NOUN	wing
0.5	1	PROPN	presidency
0.5	1	NOUN	presidency
1.0	1	ADJ	unconstitutional
1.0	1	VERB	altering
1.0	1	VERB	passed
1.0	1	VERB	accommodate
1.0	1	VERB	voting
1.0	1	NOUN	blocs
1.0	1	PROPN	eric
0.5	1	PROPN	holder
0.5	1	NOUN	holder
1.0	1	VERB	enforce
1.0	2	NOUN	laws
1.0	2	NOUN	others
1.0	1	ADJ	lesser-known
1.0	1	NOUN	forum
1.0	3	NUM	2011
1.0	1	VERB	constitute
1.0	2	ADJ	successful
1.0	1	VERB	achieving
1.0	2	NUM	four
1.0	1	NOUN	goals
1.0	1	NOUN	limits
1.0	1	NOUN	courts
1.0	2	VERB	returning
1.0	9	NOUN	government
1.0	1	VERB	implementing
0.8	4	NOUN	tax
0.2	1	PROPN	tax
1.0	1	VERB	allows
1.0	7	ADP	under
1.0	2	SYM	$
1.0	1	NUM	250,000
1.0	11	VERB	keep
1.0	1	NOUN	loopholes
1.0	1	VERB	putting
0.5	8	NOUN	place
0.5	8	VERB	place
1.0	1	ADJ	transparent
1.0	1	VERB	passing
1.0	4	VERB	living
1.0	1	NOUN	wage
1.0	2	VERB	lifting
1.0	1	NOUN	poverty
1.0	1	NOUN	peace
1.0	7	NOUN	security
1.0	1	NOUN	individuals
0.33	1	NOUN	administration
0.67	2	PROPN	administration
1.0	1	VERB	bring
1.0	1	NOUN	heartland
1.0	4	ADV	too
1.0	3	NOUN	decades
1.0	1	PROPN	ivy
1.0	1	PROPN	league
1.0	1	NOUN	elites
1.0	1	NOUN	professors
1.0	1	VERB	immersed
0.5	1	ADJ	right
0.5	1	NOUN	right
1.0	1	ADJ	fellow
1.0	1	NUM	2012
1.0	1	PROPN	buddy
1.0	1	PROPN	roemer
1.0	2	NOUN	anything
1.0	1	ADV	else
0.5	1	NOUN	thought
0.5	1	VERB	thought
1.0	1	VERB	endure
1.0	1	VERB	believe
1.0	1	NOUN	responsibility
1.0	1	VERB	pass
1.0	3	ADJ	same
1.0	1	NOUN	opportunities
1.0	2	ADJ	future
1.0	1	NOUN	generations
1.0	1	VERB	promised
0.4	2	PRON	us
0.6	3	PROPN	us
1.0	1	VERB	intend
1.0	1	NOUN	promise
1.0	3	PROPN	robert
1.0	7	PROPN	sarvis
0.67	2	PROPN	libertarian
0.33	1	ADJ	libertarian
0.42	5	PROPN	governor
0.58	7	NOUN	governor
1.0	12	PROPN	virginia
1.0	1	PROPN	saturday
1.0	2	PROPN	october
1.0	2	NUM	19
1.0	3	NUM	2013
1.0	2	PROPN	attorney
1.0	1	VERB	answered
1.0	1	NUM	five
1.0	2	NOUN	questions
1.0	1	VERB	submitted
1.0	1	ADP	via
1.0	1	NOUN	e-mail
1.0	1	VERB	accredited
1.0	1	PROPN	william
1.0	1	PROPN	saturn
1.0	1	VERB	garnered
1.0	1	ADJ	double
1.0	1	NOUN	digits
1.0	2	NOUN	opinion
1.0	2	ADJ	gubernatorial
1.0	2	NOUN	election
1.0	1	ADJ	unusual
1.0	1	NOUN	feat
1.0	3	ADJ	latest
1.0	1	PROPN	newsmax
1.0	1	PROPN	zogby
1.0	3	PROPN	september
1.0	2	VERB	placed
1.0	4	PRON	him
1.0	2	NOUN	percent
1.0	2	NOUN	points
1.0	2	ADP	behind
1.0	1	PROPN	ken
1.0	1	PROPN	cuccinelli
1.0	1	PROPN	general
1.0	2	PROPN	democratic
1.0	1	PROPN	terry
1.0	1	PROPN	mcauliffe
1.0	3	ADJ	former
1.0	1	PROPN	committee
1.0	1	NOUN	chairman
1.0	1	ADJ	undecided
1.0	1	PRON	whoever
1.0	1	VERB	wins
1.0	3	PROPN	november
1.0	3	VERB	replace
1.0	1	ADJ	outgoing
1.0	2	PROPN	bob
1.0	4	PROPN	mcdonnell
1.0	2	NOUN	website
0.33	1	VERB	notes
0.33	1	PROPN	notes
0.33	1	NOUN	notes
0.5	1	VERB	favors
0.5	1	NOUN	favors
1.0	1	ADJ	parental
1.0	5	NOUN	choice
1.0	1	NOUN	student
1.0	1	NOUN	vouchers
1.0	1	NOUN	simplification
1.0	1	PROPN	code
1.0	1	PROPN	amendment
1.0	1	NOUN	gun
1.0	1	NOUN	rights
1.0	1	NOUN	same-sex
1.0	2	NOUN	marriage
1.0	1	NOUN	drug
1.0	1	VERB	discusses
1.0	1	NOUN	tenure
1.0	1	NOUN	keys
1.0	1	VERB	admires
1.0	1	NOUN	aspect
1.0	11	VERB	know
1.0	2	VERB	raised
1.0	1	VERB	embodies
1.0	1	ADV	physically
1.0	1	ADV	philosophically
1.0	1	NOUN	commonwealth
1.0	1	ADJ	mixed-race
1.0	1	ADJ	half-chinese
1.0	1	ADJ	interracial
1.0	1	VERB	studied
1.0	1	NOUN	economics
1.0	3	NOUN	technology
1.0	1	NOUN	entrepreneurship
1.0	2	NOUN	issues
0.4	2	ADV	better
0.6	3	ADJ	better
0.8	4	VERB	offering
0.2	1	NOUN	offering
1.0	2	ADJ	real
1.0	2	NOUN	solutions
1.0	1	VERB	appreciated
1.0	2	ADJ	political
1.0	1	NOUN	spectrum
1.0	1	VERB	believes
1.0	1	ADJ	economic
1.0	1	NOUN	liberty
0.75	3	VERB	stands
0.25	1	NOUN	stands
1.0	2	NOUN	principle
1.0	2	NOUN	cronyism
1.0	2	NOUN	corporatism
1.0	2	NOUN	favor
1.0	3	NOUN	rule
1.0	2	VERB	pushing
1.0	1	PROPN	senate
1.0	2	PROPN	democrats
1.0	2	NOUN	increases
1.0	1	NOUN	revenue
1.0	1	NOUN	shortfalls
1.0	1	NOUN	recession
1.0	2	NOUN	budget
1.0	1	NOUN	efforts
1.0	1	ADJ	highest
1.0	1	NOUN	achievements
1.0	1	VERB	erred
1.0	1	VERB	accepting
1.0	3	NOUN	transportation
0.5	1	NOUN	bill
0.5	1	PROPN	bill
1.0	1	NOUN	flaws
1.0	1	VERB	prioritizing
1.0	1	NOUN	spending
1.0	1	VERB	seeking
1.0	1	ADJ	rational
1.0	1	ADJ	efficient
1.0	1	ADJ	decentralized
1.0	1	NOUN	decision-making
1.0	3	AUX	could
1.0	2	VERB	shown
1.0	4	ADJ	greater
1.0	2	NOUN	leadership
1.0	1	ADJ	regulatory
1.0	1	NOUN	course
1.0	1	VERB	showed
1.0	1	ADJ	ethical
1.0	2	NOUN	lapses
1.0	1	NOUN	judgment
1.0	1	VERB	compared
1.0	1	NOUN	level
1.0	1	ADV	exceptionally
1.0	1	NOUN	polling
1.0	1	VERB	attribute
1.0	1	ADJ	two-party
1.0	1	NOUN	sham
1.0	3	VERB	become
1.0	1	ADJ	sick
1.0	1	NOUN	partisanship
1.0	1	NOUN	nonsense
1.0	1	ADJ	total
1.0	1	NOUN	lack
1.0	1	NOUN	substance
1.0	1	NOUN	nominees
1.0	1	VERB	exemplifying
1.0	1	ADJ	worst
1.0	2	ADJ	respective
1.0	3	NOUN	something
1.0	1	VERB	hear
1.0	1	ADJ	sincere
1.0	3	ADV	deeply
1.0	1	ADJ	workable
1.0	4	NOUN	interest
1.0	1	NOUN	fact
1.0	1	ADJ	open-minded
1.0	2	ADJ	open
1.0	3	NOUN	business
1.0	3	ADJ	able
1.0	2	VERB	dealing
1.0	1	ADJ	hostile
1.0	2	NOUN	legislature
1.0	1	NOUN	precedents
1.0	1	ADJ	independent
1.0	1	NOUN	governors
1.0	2	ADV	effectively
1.0	1	ADJ	wise
1.0	2	ADJ	third-party
1.0	1	NOUN	effectiveness
1.0	1	NOUN	libertarians
1.0	7	VERB	share
1.0	1	NOUN	positions
1.0	6	ADV	together
1.0	1	PROPN	republicans
1.0	10	ADJ	good
1.0	1	NOUN	aspects
1.0	1	VERB	rejecting
1.0	1	ADJ	bad
1.0	1	ADV	moreover
1.0	1	VERB	electing
1.0	1	NOUN	repudiation
1.0	2	ADJ	usual
1.0	1	NOUN	legislators
1.0	4	VERB	face
1.0	1	VERB	changed
1.0	1	NOUN	constraints
1.0	1	NOUN	incentives
1.0	2	ADJ	possible
1.0	1	VERB	assume
1.0	3	ADV	especially
1.0	4	ADJ	strong
1.0	1	NOUN	governor(s)
1.0	1	VERB	admire
1.0	2	PROPN	thomas
1.0	1	PROPN	jefferson
1.0	1	ADV	incredibly
1.0	1	VERB	learned
1.0	1	NOUN	advocate
1.0	18	NOUN	image
1.0	1	VERB	highlighted
1.0	3	ADJ	red
1.0	1	PROPN	huebi
1.0	9	PROPN	librivox
1.0	1	NOUN	founder
1.0	2	PROPN	hugh
1.0	2	PROPN	mcguire
1.0	1	PROPN	sunday
1.0	3	NUM	28
1.0	1	NUM	2006
1.0	2	VERB	features
1.0	3	NOUN	catalog
1.0	1	VERB	completed
1.0	6	VERB	including
1.0	1	ADJ	german
1.0	1	ADJ	hebrew
1.0	1	ADJ	japanese
1.0	1	VERB	decide
1.0	1	ADJ	acoustic
1.0	1	NOUN	fate
1.0	9	NOUN	domain
1.0	6	NOUN	hands
1.0	1	ADJ	vibrant
1.0	7	ADV	very
1.0	1	ADJ	healthy
1.0	3	NOUN	way
0.25	1	NOUN	cause
0.75	3	VERB	cause
1.0	1	VERB	launched
1.0	1	VERB	emailed
1.0	1	NOUN	friends
1.0	1	NOUN	podcasters
0.11	1	AUX	where
0.89	8	SCONJ	where
1.0	5	VERB	doing
1.0	1	ADJ	literary
1.0	3	NOUN	stuff
1.0	3	VERB	record
1.0	6	NOUN	chapter
1.0	1	PROPN	joseph
1.0	1	PROPN	conrad
0.25	1	PROPN	secret
0.75	3	ADJ	secret
1.0	6	NOUN	things
1.0	1	VERB	grown
1.0	1	ADV	steadily
0.4	2	ADP	since
0.4	2	SCONJ	since
0.2	1	ADV	since
1.0	1	PROPN	akma
1.0	1	NOUN	guy
1.0	1	PROPN	lawrence
1.0	2	PROPN	lessig
0.4	2	PROPN	culture
0.6	3	NOUN	culture
1.0	1	VERB	started
1.0	1	NOUN	thinking
1.0	1	VERB	crystallize
1.0	2	ADV	yet
1.0	1	ADV	acoustically
1.0	1	ADJ	liberated
1.0	1	ADV	personally
1.0	2	NOUN	audiobooks
0.4	2	ADP	before
0.6	3	SCONJ	before
1.0	1	VERB	recording
1.0	1	ADJ	odd
1.0	2	NOUN	bit
1.0	1	ADJ	delinquent
1.0	1	VERB	finishing
1.0	2	ADJ	particular
1.0	3	NOUN	quality
1.0	2	ADJ	overall
1.0	2	VERB	involved
1.0	1	NOUN	popularity
1.0	1	NOUN	favourite
1.0	1	PROPN	underground
1.0	1	PROPN	dostoyevsky
1.0	1	ADJ	random
1.0	1	NOUN	ones
1.0	1	PROPN	austen
1.0	1	PROPN	jane
1.0	2	PROPN	pride
1.0	2	PROPN	prejudice
1.0	1	PROPN	christie
1.0	1	PROPN	agatha
1.0	1	PROPN	mysterious
1.0	1	PROPN	affair
0.5	1	PROPN	styles
0.5	1	NOUN	styles
1.0	3	PROPN	london
1.0	3	PROPN	jack
1.0	1	PROPN	fang
1.0	1	PROPN	macaulay
1.0	1	PROPN	babington
1.0	1	NOUN	volume
1.0	1	PROPN	marx
1.0	1	PROPN	karl
1.0	1	PROPN	engels
1.0	1	PROPN	friedrich
1.0	1	PROPN	communist
1.0	1	PROPN	manifesto
1.0	2	ADV	solo
1.0	1	PROPN	twain
1.0	3	PROPN	mark
1.0	1	PROPN	connecticut
1.0	1	PROPN	yankee
1.0	1	PROPN	king
1.0	1	PROPN	arthur
1.0	1	PROPN	court
1.0	1	NOUN	ed.
1.0	5	ADJ	full
1.0	1	NOUN	index
1.0	1	VERB	browsing
1.0	1	VERB	spoken
0.5	1	NOUN	audio
0.5	1	ADJ	audio
1.0	1	VERB	varies
1.0	1	ADV	greatly
1.0	2	NOUN	text
1.0	1	VERB	re-record
1.0	13	PART	n't
1.0	1	NOUN	speaker
1.0	3	VERB	offer
1.0	3	NOUN	versions
1.0	1	INTJ	yes
1.0	1	PROPN	wikipedia
1.0	1	NOUN	approach
1.0	1	INTJ	please
1.0	1	AUX	'll
1.0	1	VERB	note
1.0	2	NOUN	couple
1.0	1	ADJ	weekly
1.0	1	NOUN	poetry
1.0	2	VERB	celebrates
1.0	1	NOUN	week
1.0	3	ADJ	short
1.0	2	NOUN	poem
1.0	2	NOUN	readers
1.0	2	VERB	wish
1.0	1	NOUN	version
1.0	4	NUM	20
1.0	1	SYM	+
1.0	3	ADJ	interesting
1.0	1	ADP	besides
1.0	1	PRON	whose
1.0	2	NOUN	copyright
1.0	1	VERB	expired
1.0	1	PROPN	creative
1.0	1	PROPN	commons
1.0	2	NOUN	licenses
1.0	1	VERB	mentioned
1.0	1	PROPN	larry
1.0	2	VERB	includes
1.0	1	NOUN	titles
1.0	1	NOUN	publishers
1.0	2	PROPN	o'reilly
1.0	2	VERB	limit
1.0	2	NOUN	scope
1.0	1	ADV	strictly
1.0	1	NOUN	plans
1.0	2	VERB	include
1.0	3	ADJ	recent
1.0	1	ADV	reasonably
1.0	1	ADJ	permissive
1.0	1	ADV	partly
1.0	1	NOUN	situation
1.0	1	PUNCT	--
1.0	1	AUX	s
1.0	3	ADJ	simple
1.0	2	PROPN	cc
1.0	5	VERB	makes
1.0	4	NOUN	sites
1.0	1	ADV	notably
1.0	2	NOUN	podiobooks.com
1.0	1	VERB	suited
1.0	1	ADJ	easy
1.0	1	VERB	leave
1.0	1	VERB	tell
1.0	1	NOUN	beer
0.8	4	NOUN	content
0.2	1	PROPN	content
1.0	1	VERB	download
1.0	1	NOUN	license
0.4	2	ADV	instead
0.2	1	ADP	instead
0.4	2	SCONJ	instead
1.0	7	ADV	just
1.0	1	PROPN	definition
1.0	1	VERB	needs
1.0	1	ADV	obviously
1.0	1	VERB	chose
1.0	1	NOUN	restrictions
1.0	1	ADJ	non-commercial
1.0	2	NOUN	recordings
1.0	1	ADJ	commercialish
1.0	1	NOUN	projects
1.0	2	AUX	ca
1.0	1	VERB	recall
1.0	2	ADJ	specific
1.0	1	NOUN	names
1.0	1	NOUN	pay-education
1.0	1	PROPN	lv
0.5	1	ADJ	fine
0.5	1	ADV	fine
1.0	5	VERB	give
1.0	2	NOUN	anyone
1.0	1	NOUN	permission
0.5	1	PRON	whatever
0.5	1	DET	whatever
1.0	2	NOUN	thing
0.71	5	VERB	need
0.29	2	NOUN	need
1.0	3	ADJ	dedicated
1.0	1	NOUN	volunteers
1.0	2	ADJ	willing
0.33	1	NOUN	management
0.67	2	PROPN	management
1.0	1	ADJ	onerous
1.0	1	NOUN	reading
1.0	4	VERB	attract
1.0	1	NOUN	tome
1.0	1	PROPN	xml
1.0	3	SCONJ	though
1.0	6	AUX	might
1.0	1	ADJ	wrong
1.0	2	ADJ	pop
1.0	2	VERB	celebrated
0.67	2	PROPN	fan
0.33	1	NOUN	fan
1.0	2	PROPN	expo
1.0	10	PROPN	canada
1.0	3	PROPN	toronto
1.0	2	PROPN	wednesday
1.0	5	NOUN	end
1.0	4	NOUN	part
0.67	2	NOUN	convention
0.33	1	PROPN	convention
1.0	1	ADV	shortly
1.0	2	VERB	opening
1.0	2	PROPN	friday
1.0	11	PROPN	nick
1.0	11	PROPN	moreau
1.0	1	ADJ	22nd
1.0	1	PROPN	metro
0.5	1	PROPN	centre
0.5	1	NOUN	centre
1.0	3	NOUN	weekend
1.0	1	VERB	attracting
1.0	7	NOUN	thousands
1.0	6	NOUN	event
1.0	2	ADJ	popular
0.5	5	PROPN	north
0.3	3	ADV	north
0.1	1	ADJ	north
0.1	1	NOUN	north
1.0	1	VERB	crossing
1.0	2	NOUN	genres
1.0	1	NOUN	fiction
1.0	1	NOUN	horror
0.5	1	NOUN	anime
0.5	1	PROPN	anime
1.0	1	NOUN	fantasy
1.0	3	NOUN	comics
1.0	1	VERB	sprawled
1.0	5	ADP	throughout
1.0	1	NOUN	corners
1.0	1	NOUN	facility
1.0	2	NOUN	vendors
