# P	count	tag	form
1.00	3	NOUN	разрыв
1.00	1	ADV	всего-то
1.00	1	VERB	посмотрит
1.00	2	NOUN	араб
1.00	4	VERB	подумать
1.00	1	VERB	подходят
1.00	1	NOUN	характеру
1.00	1	NOUN	потребкредитования
1.00	1	ADV	негласно
1.00	1	VERB	висели
1.00	1	NOUN	конфликт
1.00	2	VERB	производиться
1.00	1	ADJ	энергоэффективного
1.00	1	VERB	газированный
1.00	3	PROPN	BMW
1.00	1	ADJ	преступному
1.00	1	VERB	адаптированная
1.00	1	NOUN	ножом
1.00	1	VERB	закончился
1.00	2	NOUN	кулисах
1.00	1	NOUN	лифтов
1.00	1	NOUN	оригинала
1.00	1	NOUN	телекоммуникации
1.00	1	NOUN	богословие
1.00	6	NUM	1910
1.00	1	NOUN	Дождь
1.00	5	PART	де
1.00	1	NOUN	матку
1.00	2	VERB	выплачиваться
1.00	6	ADJ	прочих
1.00	14	NUM	2002
1.00	1	NOUN	коту
1.00	5	NOUN	планов
1.00	1	NOUN	лесорубом
1.00	1	ADJ	альпийским
1.00	1	ADJ	негосударственная
1.00	1	NOUN	неприятностей
1.00	1	NOUN	Телетрансляции
1.00	2	ADJ	полная
1.00	1	ADJ	дореволюционные
1.00	1	NOUN	взносов
1.00	1	NUM	3,350
1.00	1	NOUN	бумагах
1.00	14	PROPN	Китае
1.00	2	NOUN	шаттлах
1.00	1	VERB	скажи
1.00	1	NOUN	учащихся
1.00	1	ADJ	одинаковые
1.00	5	ADJ	разведывательной
1.00	1	ADJ	глобальная
1.00	2	NOUN	сторон
1.00	1	VERB	войдя
1.00	2	ADJ	Подобного
1.00	1	PROPN	Ведомостей
1.00	1	NOUN	потехой
1.00	2	VERB	бежали
1.00	1	VERB	охотились
1.00	1	VERB	находит
1.00	1	NOUN	несовершенству
1.00	5	NOUN	повышения
1.00	1	NOUN	экспонатами
1.00	100	PUNCT	…
1.00	1	NOUN	специальностью
1.00	3	NOUN	центров
1.00	2	PROPN	Елоховской
1.00	1	NOUN	чердаки
1.00	9	NOUN	вариант
1.00	2	ADJ	казачьи
1.00	1	ADJ	трехдневному
1.00	1	ADJ	трехбунчужного
1.00	1	VERB	сжаты
1.00	1	VERB	взывали
1.00	1	NOUN	опухоли
1.00	1	NOUN	телом
1.00	1	ADV	флегматично
1.00	1	VERB	одобрить
1.00	1	NOUN	подписью
1.00	5	NOUN	номеров
1.00	2	VERB	занимается
1.00	1	NOUN	наклейками
1.00	1	ADJ	Олимпийского
1.00	17	NOUN	технологий
1.00	1	NOUN	привет
1.00	1	NOUN	аквариумы
1.00	1	VERB	входящих
1.00	1	NOUN	взрослыми
1.00	1	ADJ	сторожевые
1.00	3	ADJ	электронной
1.00	1	NOUN	греху
1.00	7	VERB	использовались
1.00	1	NOUN	империя
1.00	2	VERB	набрал
1.00	1	NOUN	сомнению
1.00	1	NOUN	вентерь
1.00	1	ADJ	полутемном
1.00	1	VERB	пресекла
1.00	3	ADJ	короче
1.00	1	VERB	бросал
1.00	1	NOUN	вождении
1.00	1	ADJ	многоквартирном
1.00	1	VERB	обезвреживает
1.00	1	NOUN	Лесоруб
1.00	1	VERB	Получив
1.00	1	NOUN	качествам
0.18	2	ADV	понятно
0.82	9	ADJ	понятно
1.00	3	NOUN	недель
1.00	1	ADJ	бродячего
1.00	1	ADV	твердо
1.00	1	NOUN	китайстве
1.00	1	NOUN	предписаний
1.00	3	NOUN	студент
1.00	1	VERB	получило
1.00	31	DET	своего
1.00	1	ADJ	прусский
1.00	1	VERB	обставлено
1.00	6	NOUN	литературе
1.00	1	PROPN	Леон
1.00	13	ADJ	самой
1.00	9	SCONJ	чтоб
1.00	2	ADJ	львиную
1.00	1	VERB	проводилось
1.00	1	ADV	кое-где
1.00	1	NOUN	Судейство
1.00	1	NOUN	загрузка
1.00	2	VERB	отработать
1.00	1	ADJ	венгерские
1.00	1	ADJ	северной
1.00	3	ADJ	очередной
1.00	1	NOUN	пристрастие
1.00	1	NOUN	пенкосниматели
1.00	1	PROPN	Радек
1.00	1	VERB	определили
1.00	1	NOUN	кабели
1.00	1	NOUN	рядами
1.00	3	VERB	кататься
1.00	1	VERB	покрывать
1.00	1	NOUN	уст
1.00	3	ADJ	прочего
1.00	3	NUM	2,5
1.00	2	NOUN	продуктами
1.00	1	NOUN	националисты
1.00	1	VERB	убедитесь
1.00	3	NOUN	музыку
1.00	1	NOUN	транспортов
1.00	12	PART	все-таки
1.00	1	VERB	вылетел
1.00	1	VERB	продолжить
1.00	1	VERB	расценивать
1.00	1	VERB	отрезанных
1.00	4	VERB	соревнуются
1.00	1	NUM	10,2
1.00	1	ADJ	маршевых
1.00	1	VERB	мучила
1.00	1	NOUN	адаптогенами
1.00	1	NOUN	стрельбы
1.00	3	ADV	Где
1.00	1	NOUN	выгул
1.00	6	VERB	действуют
1.00	1	PROPN	Просту
1.00	1	ADV	энергичнее
1.00	17	ADP	О
1.00	3	NOUN	кандидаты
1.00	1	ADJ	ровен
1.00	2	VERB	учится
1.00	1	VERB	предлагал
1.00	1	ADJ	стремительного
1.00	1	VERB	ломали
1.00	1	PROPN	Ланта
1.00	1	VERB	забегали
1.00	1	VERB	любовались
1.00	19	NOUN	детей
1.00	1	NOUN	вздох
1.00	2	VERB	чувствуя
1.00	2	VERB	строили
1.00	2	VERB	обещал
1.00	1	NOUN	генсеки
0.40	51	DET	этом
0.60	76	PRON	этом
1.00	2	ADV	Собственно
1.00	1	NOUN	массаж
1.00	5	NOUN	рука
1.00	1	NOUN	кисточки
1.00	1	VERB	изготовленная
1.00	16	NOUN	роста
1.00	1	VERB	летит
1.00	1	VERB	обсуждалось
1.00	5	ADV	последовательно
1.00	1	NOUN	Днем
1.00	1	NOUN	вступление
1.00	1	VERB	улучшилось
1.00	1	NOUN	охлаждение
1.00	3	ADV	наизусть
1.00	1	ADJ	ином
1.00	1	NOUN	благополучие
1.00	4	NOUN	видов
1.00	1	VERB	тратит
1.00	2	NOUN	потолком
1.00	2	ADJ	европейского
1.00	3	ADJ	прежние
1.00	1	NOUN	апостола
1.00	1	ADV	Эмоционально
1.00	1	NOUN	восхваления
1.00	3	NUM	43
1.00	1	NOUN	Старики
1.00	2	NOUN	офиса
1.00	1	NOUN	собеседницы
1.00	3	ADJ	Национальный
1.00	1	VERB	Встал
1.00	1	NOUN	мамелюков
1.00	1	PROPN	Деникину
1.00	1	NOUN	авансцену
1.00	1	PROPN	Автофрамос
1.00	1	NOUN	подписании
1.00	1	NOUN	плазму
1.00	1	VERB	Рассматривалась
1.00	1	VERB	поступало
1.00	1	NOUN	оправдания
1.00	1	NOUN	представительницам
1.00	1	PROPN	Стаднюк
1.00	1	NOUN	аминокислоты
1.00	1	VERB	научила
1.00	4	VERB	потерял
1.00	1	NOUN	актеры
1.00	1	VERB	изменен
1.00	2	NOUN	надежности
1.00	4	VERB	достигает
1.00	1	ADJ	ближайших
1.00	1	NOUN	даче
1.00	1	ADJ	широким
1.00	1	NOUN	энтузиазмом
1.00	1	ADJ	необдуманно
1.00	1	PROPN	Омское
1.00	1	ADJ	наивны
1.00	1	INTJ	Эх
1.00	3	VERB	сидят
1.00	1	NOUN	стерилизации
1.00	6	NOUN	родителей
1.00	1	ADJ	Единую
1.00	1	VERB	Отвергнут
1.00	1	NOUN	киностудии
1.00	1	NOUN	арию
1.00	2	NOUN	увеличением
1.00	1	NOUN	магнитологом
1.00	2	NOUN	треть
1.00	1	NOUN	выбивании
1.00	1	ADJ	полое
1.00	1	NOUN	делами
1.00	2	NOUN	малышей
1.00	1	VERB	окруженный
1.00	1	NOUN	неравнодушие
1.00	1	ADJ	пологий
1.00	2	VERB	показалось
1.00	1	VERB	набрать
1.00	1	VERB	организован
0.33	1	NOUN	MTV
0.67	2	PROPN	MTV
1.00	5	ADJ	повседневной
1.00	1	ADJ	безмерное
1.00	1	NOUN	горожанами
1.00	2	PROPN	Кутузов
1.00	3	ADJ	прогревочного
1.00	1	NOUN	прогульщиков
0.50	4	ADV	угодно
0.50	4	ADJ	угодно
1.00	28	NOUN	труда
1.00	1	ADJ	дополнительным
1.00	1	NOUN	кровопролитию
1.00	5	NOUN	конкуренция
1.00	1	NOUN	публикацией
1.00	11	ADV	фактически
1.00	2	ADJ	детское
1.00	10	ADJ	третий
1.00	1	NOUN	перерасход
1.00	8	NOUN	правительством
1.00	1	PROPN	ИШКОВУ
1.00	1	VERB	умела
1.00	1	VERB	проявились
1.00	1	VERB	исключается
1.00	1	ADJ	холодильного
1.00	3	PROPN	McLaren
1.00	6	NOUN	будущее
1.00	2	DET	Всё
1.00	3	ADJ	полным
1.00	1	NOUN	соседа
1.00	1	PROPN	Норберт
1.00	5	NOUN	членов
1.00	1	ADJ	исследовательские
1.00	1	NOUN	тромба
1.00	1	ADJ	бельгийской
1.00	1	NOUN	сверхдоходов
1.00	1	NOUN	элитность
1.00	1	NOUN	туры
1.00	1	ADJ	колчаковским
1.00	1	ADV	пессимистично
1.00	1	ADJ	у.
1.00	3	NOUN	трубы
1.00	1	NOUN	истина
1.00	1	VERB	упрощает
1.00	1	NOUN	колышком
1.00	1	VERB	выехать
1.00	1	NOUN	объему
1.00	1	ADJ	банным
1.00	1	VERB	восприняв
1.00	8	NUM	2011
1.00	3	NOUN	тьмы
1.00	2	ADJ	атомной
1.00	2	ADJ	Первого
1.00	1	VERB	выносил
1.00	2	NOUN	полигоне
1.00	1	NOUN	результативность
1.00	8	NOUN	мама
1.00	1	PROPN	Целиковской
1.00	11	NOUN	двигатели
1.00	1	PROPN	GSM
1.00	1	ADJ	кровяном
1.00	1	NOUN	истокам
1.00	1	PROPN	Михайлович
1.00	4	ADV	слегка
1.00	4	VERB	сказано
1.00	3	ADJ	историческом
1.00	1	VERB	заправленный
1.00	1	ADJ	1773-м
1.00	2	NOUN	притоком
1.00	1	NOUN	запретители
1.00	2	NOUN	профессия
1.00	1	NOUN	учебниках
1.00	3	NOUN	квартала
1.00	278	ADP	о
1.00	1	NUM	546
1.00	1	ADJ	талантливые
1.00	7	ADJ	последнего
1.00	1	VERB	рыться
1.00	1	ADJ	нью-йоркской
1.00	1	NOUN	горечью
1.00	1	ADJ	Начальное
1.00	1	PROPN	Ван
1.00	1	NOUN	флейты
1.00	2	PROPN	Щусев
1.00	1	VERB	занималось
1.00	1	NOUN	шайки
1.00	3	NOUN	валюту
1.00	1	NOUN	размышлению
1.00	2	NOUN	коррупция
1.00	2	NOUN	невозврата
1.00	41	NOUN	годы
1.00	1	NOUN	экспонатом
1.00	1	NOUN	подростку
1.00	1	VERB	учинила
1.00	1	NOUN	раскопки
1.00	4	PROPN	Поликарповна
1.00	3	ADJ	Немецкий
1.00	1	NOUN	статистами
1.00	2	PRON	кое-кто
1.00	1	NOUN	квартплату
1.00	1	NOUN	признаниями
1.00	1	NOUN	ночами
1.00	1	NOUN	доказанности
1.00	1	NOUN	кабина
1.00	1	PROPN	Лукину
1.00	1	NOUN	надежностью
1.00	1	ADJ	близком
1.00	6	NOUN	граждане
1.00	1	VERB	радует
1.00	1	VERB	покаемся
1.00	1	ADJ	абсурдно
1.00	1	VERB	обреченных
1.00	1	VERB	преследовать
1.00	1	NOUN	шедевром
1.00	1	X	noos
1.00	1	NOUN	улочке
1.00	1	VERB	достал
1.00	2	VERB	пойду
1.00	1	NOUN	подписки
1.00	33	NOUN	момент
1.00	1	NOUN	услуга
1.00	1	NOUN	Реквизиты
1.00	2	VERB	встречаются
1.00	2	NOUN	баллами
1.00	1	NOUN	столкновениях
1.00	1	ADJ	высоколобые
1.00	1	VERB	потребовалось
1.00	2	NOUN	пот
1.00	2	VERB	выросли
1.00	1	X	йе
1.00	4	VERB	поставив
1.00	1	ADJ	смятенный
1.00	1	NOUN	маму
1.00	5	ADV	серьезно
1.00	1	NOUN	сканов
1.00	1	NOUN	числах
1.00	1	ADJ	наземную
1.00	1	VERB	сменила
1.00	3	VERB	обнаружить
1.00	1	VERB	подбирается
1.00	1	NOUN	группки
1.00	1	VERB	убей
1.00	1	NOUN	англичан
1.00	1	NOUN	державам
1.00	2	NOUN	саблей
1.00	2	NOUN	АТС
1.00	13	VERB	рассказывает
1.00	13	NOUN	обучения
1.00	5	NOUN	поведения
1.00	1	VERB	вертеть
1.00	1	VERB	называя
1.00	1	NOUN	метеостанции
1.00	1	VERB	клепает
1.00	11	NOUN	число
1.00	2	NOUN	условиям
1.00	1	VERB	оставлен
1.00	1	VERB	размножаются
1.00	1	ADJ	программным
1.00	1	ADJ	миллионной
1.00	1	ADJ	опасным
1.00	1	VERB	сократившись
1.00	1	NOUN	чемпионатах
1.00	1	VERB	прочили
1.00	1	NOUN	Кулич
1.00	10	ADJ	научного
1.00	1	ADJ	дикие
1.00	1	NOUN	найму
1.00	1	NOUN	экодом
1.00	1	NOUN	камин
1.00	1	NOUN	поездкам
1.00	2	NOUN	парке
1.00	1	VERB	воспроизведены
1.00	2	NOUN	сближения
1.00	2	NOUN	Кровь
1.00	2	NOUN	сосудах
1.00	4	ADV	сравнительно
1.00	4	NOUN	превращения
1.00	6	VERB	повезло
1.00	1	VERB	вызывающего
1.00	1	ADJ	общественная
1.00	3	VERB	выполнил
1.00	1	VERB	требовал
1.00	3	NOUN	учебники
1.00	1	ADJ	закадровый
1.00	1	ADJ	разнородные
1.00	1	PROPN	ПАНТЕЛЕЕВА
1.00	1	NOUN	косами
1.00	1	ADJ	высшая
1.00	1	ADJ	альпийскому
1.00	5	NOUN	удовольствием
1.00	2	NOUN	надежда
1.00	1	NOUN	бытом
1.00	1	NOUN	псевдослики
1.00	1	ADJ	седьмого
1.00	1	NOUN	господ
1.00	2	ADJ	центральное
1.00	1	VERB	Исходя
1.00	1	VERB	выбирается
1.00	2	PART	делла
1.00	2	ADJ	молодую
1.00	5	NUM	1956
1.00	1	VERB	Построен
1.00	1	ADJ	пожилом
1.00	1	ADJ	репутационный
1.00	2	VERB	содеянное
1.00	1	VERB	оснащаются
1.00	1	ADJ	бесплатную
1.00	5	VERB	началась
1.00	1	ADJ	компьютерный
1.00	1	VERB	Действуя
1.00	1	NOUN	полигон
1.00	1	ADJ	импортных
1.00	1	VERB	отступающей
1.00	1	NOUN	стволы
1.00	1	NOUN	Теплоизоляция
1.00	1	NOUN	автодрома
1.00	1	NOUN	толчка
1.00	1	VERB	Переложить
1.00	5	VERB	видели
1.00	1	NOUN	микроскопом
1.00	2	ADJ	совместного
1.00	11	NOUN	причины
1.00	3	NOUN	побед
1.00	1	VERB	отпирая
1.00	1	NOUN	морали
1.00	1	NUM	4-мя
1.00	1	NOUN	одиночества
1.00	1	NOUN	радиосети
1.00	1	NOUN	транспортом
1.00	2	NOUN	спасении
1.00	1	VERB	вспомнил
1.00	1	ADJ	таковы
1.00	2	PRON	Кому
1.00	1	NOUN	атлеты
1.00	1	ADJ	выгодна
1.00	1	DET	Своей
1.00	1	PROPN	Administration
1.00	71	PUNCT	;
1.00	1	VERB	макал
1.00	2	NOUN	качеству
1.00	4	NOUN	обязанности
1.00	1	NOUN	избранники
1.00	3	NOUN	движению
1.00	1	NOUN	хозяевах
1.00	1	NOUN	обработки
1.00	5	ADJ	желательно
1.00	1	VERB	заболевшие
1.00	20	VERB	понять
1.00	1	NOUN	Огни
1.00	3	VERB	вошли
1.00	1	NOUN	дисциплину
1.00	1	NOUN	смертей
1.00	1	NOUN	балконом
1.00	2	NOUN	критерии
1.00	1	ADJ	гармоничную
1.00	7	NOUN	школа
1.00	1	NOUN	кубок
1.00	2	NOUN	миллиарды
1.00	1	VERB	регулирует
1.00	2	VERB	знаешь
1.00	1	PROPN	Истазия
1.00	1	VERB	надеясь
1.00	1	ADJ	записную
1.00	1	NOUN	пень
1.00	1	VERB	мешал
1.00	4	NOUN	победа
1.00	1	NOUN	счетов
1.00	1	ADJ	нейтронного
1.00	1	NOUN	ритма
1.00	1	PART	невесть
1.00	2	VERB	прилетел
1.00	1	ADJ	плохие
1.00	2	VERB	пользовались
1.00	1	NOUN	кафедру
1.00	1	ADJ	жесткий
1.00	3	VERB	забыли
1.00	2	PROPN	НИОКР
1.00	1	NOUN	газоне
1.00	1	ADJ	индивидуальные
1.00	1	ADJ	похотливой
1.00	1	VERB	Подводят
1.00	3	ADJ	будущих
1.00	1	NOUN	эсеро
1.00	2	VERB	гарантировать
1.00	1	NOUN	единиц
1.00	1	VERB	проснувшейся
1.00	8	NOUN	лыж
1.00	1	NOUN	спортсменами
1.00	1	NOUN	паводкам
1.00	1	VERB	снятыми
1.00	1	PROPN	Кассирского
1.00	1	NOUN	удача
1.00	1	VERB	утвердилось
1.00	8	PRON	никого
1.00	1	NOUN	Кодекс
1.00	1	VERB	дюбнули
1.00	1	VERB	подвозил
1.00	1	NOUN	экспериментам
1.00	10	NOUN	реактор
1.00	1	VERB	полетела
1.00	7	NOUN	класса
1.00	1	VERB	пиши
1.00	14	VERB	считает
1.00	6	PROPN	Иркутска
1.00	1	VERB	помню
1.00	1	NOUN	транспортировки
1.00	2	VERB	воспринял
1.00	4	VERB	улучшить
1.00	3	VERB	купил
1.00	1	ADV	ориентировочно
1.00	1	VERB	подойдя
1.00	14	VERB	возникает
1.00	1	PROPN	Алену
1.00	1	NOUN	стандарт
1.00	4	PROPN	Прохоров
1.00	7	NOUN	доллара
1.00	5	NOUN	поколение
1.00	3	NUM	56
1.00	1	NOUN	слава
1.00	25	DET	свой
1.00	1	VERB	порождающей
1.00	1	NOUN	репетицию
1.00	4	NOUN	теорией
1.00	1	PROPN	Дезире
1.00	1	VERB	расстреляли
1.00	2	ADJ	кольцевых
1.00	1	ADJ	экспериментальной
1.00	1	VERB	проталкивает
1.00	1	NOUN	плечо
1.00	8	NOUN	половиной
1.00	1	NOUN	Крестьянство
1.00	1	PROPN	Мексики
1.00	1	NOUN	госохране
1.00	1	NOUN	старшины
1.00	1	ADJ	Чайный
1.00	1	ADJ	моральные
1.00	2	VERB	приобрели
1.00	1	NOUN	сибариту
1.00	1	ADJ	незадачливый
1.00	6	NOUN	вакансий
1.00	1	PROPN	Дайсон
1.00	1	VERB	желал
1.00	1	ADV	подальше
1.00	1	ADJ	однокомнатная
1.00	5	NOUN	источник
1.00	1	VERB	доводили
1.00	1	NOUN	бред
1.00	4	NOUN	созданием
1.00	10	NOUN	женщины
1.00	10	ADV	постепенно
1.00	1	VERB	продемонстрировать
1.00	1	PROPN	Воздвиженке
1.00	2	ADJ	ипотечного
1.00	1	ADV	молча
1.00	1	NOUN	традициями
1.00	10	PART	Даже
1.00	1	ADJ	придурковатый
1.00	1	PROPN	ВВС
1.00	2	ADJ	вторые
1.00	1	NOUN	молчанию
1.00	2	NOUN	обладателем
1.00	1	NOUN	атаку
1.00	1	NOUN	старожилов
1.00	1	NOUN	провинции
1.00	5	ADJ	массовое
1.00	1	ADJ	пятидесятипятилетняя
1.00	1	PROPN	Люба
1.00	1	NOUN	Увлечение
1.00	1	ADJ	головоломную
1.00	2	ADJ	российскому
1.00	2	VERB	сотрудничать
1.00	2	ADJ	партийная
1.00	3	ADV	ещё
1.00	1	ADJ	лишние
1.00	10	NOUN	мнение
1.00	1	DET	любых
1.00	1	NOUN	Пришельцы
1.00	1	ADJ	расположенными
1.00	3	DET	каком
1.00	1	ADJ	педагогический
1.00	1	VERB	запряжённых
1.00	4	DET	Одни
1.00	1	ADJ	Противоречивая
1.00	1	VERB	аргументированном
1.00	1	NOUN	признаки
1.00	10	NOUN	двигателей
1.00	1	VERB	пилотируемыми
1.00	1	NOUN	массажистами
1.00	4	NOUN	Адмирал
1.00	2	NOUN	точек
1.00	6	NOUN	доставки
1.00	1	PROPN	Тухачевский
1.00	1	ADJ	культурном
1.00	1	PROPN	Campos
0.76	82	SCONJ	чем
0.24	26	PRON	чем
1.00	1	VERB	преодолевают
1.00	1	ADJ	высокую
1.00	1	ADJ	вихревой
1.00	5	ADJ	зарубежных
1.00	3	ADV	когда-либо
1.00	1	VERB	увидев
1.00	18	NOUN	период
1.00	7	NOUN	ботинка
1.00	1	PROPN	РАЕН
1.00	2	ADJ	Саратовского
1.00	1	PROPN	Маяк
1.00	1	VERB	прорвались
1.00	3	NOUN	нагрузку
1.00	1	ADJ	Государственное
1.00	4	VERB	создает
1.00	1	PROPN	Штаты
1.00	1	NOUN	вражда
1.00	1	VERB	принимавших
1.00	14	VERB	считать
1.00	1	NOUN	зверей
1.00	2	VERB	запущен
1.00	1	ADJ	дисковидного
1.00	1	VERB	Опасаясь
1.00	1	ADJ	штрафной
1.00	4	NOUN	Слово
1.00	1	NOUN	отечества
1.00	1	VERB	заглядывать
1.00	1	ADJ	виноградный
1.00	1	NOUN	дивизией
1.00	8	VERB	попал
1.00	1	NOUN	налогоплательщикам
1.00	1	NOUN	Бомбардировки
1.00	14	NOUN	состояние
1.00	1	VERB	Изучить
1.00	1	NOUN	вожак
1.00	1	VERB	берешь
1.00	1	PROPN	РУСАЛ
1.00	1	NOUN	покупателям
1.00	19	NOUN	рост
1.00	3	NOUN	вероятность
1.00	2	NOUN	передач
1.00	1	VERB	кучкуются
1.00	1	VERB	воспринимался
1.00	3	ADJ	различного
1.00	4	ADJ	90-е
1.00	1	ADJ	видны
1.00	1	NOUN	лампочек
1.00	1	NOUN	дизайнера
1.00	1	ADJ	Верховной
1.00	1	VERB	оставаясь
1.00	4	NOUN	этапе
1.00	3	NOUN	долл.
1.00	1	NOUN	Эфедрин
1.00	1	ADJ	настоящего
1.00	1	ADJ	духовного
1.00	3	VERB	вошел
1.00	1	NOUN	отвода
1.00	1	NOUN	состоянию
1.00	1	NOUN	урегулированию
1.00	1	NOUN	кровать
1.00	1	VERB	обещали
1.00	1	NOUN	нарушению
1.00	2	VERB	останавливаться
1.00	2	NOUN	пору
1.00	2	VERB	отдавая
1.00	15	NOUN	программы
1.00	1	NOUN	носителю
1.00	1	ADJ	Странно
1.00	1	ADJ	меченых
1.00	5	VERB	управлять
1.00	1	ADJ	казачьих
1.00	1	NOUN	предпосылки
1.00	6	ADP	ввиду
1.00	1	VERB	запасают
1.00	2	NOUN	троне
1.00	1	ADJ	колченогим
1.00	1	NOUN	хуторах
1.00	1	NOUN	смесью
1.00	1	NOUN	Судьи
1.00	1	NOUN	плоды
1.00	4	ADJ	внешней
1.00	4	ADJ	научные
1.00	4	VERB	понимаешь
1.00	5	NOUN	практике
1.00	1	ADJ	выставочные
1.00	4	DET	какое-то
1.00	1	NOUN	физиопроцедур
1.00	1	NOUN	формула
1.00	1	VERB	столкнулся
1.00	1	VERB	восхищается
1.00	2	NOUN	неба
1.00	1	NOUN	очертания
1.00	1	ADJ	обременительно
1.00	1	NOUN	дизайну
1.00	3	ADJ	обычного
1.00	2	NUM	1987
1.00	2	ADV	Впервые
1.00	2	NOUN	доске
1.00	4	ADJ	учебных
1.00	1	VERB	выдержана
1.00	1	NOUN	дозировки
1.00	1	VERB	наблюдает
1.00	1	VERB	доказывали
1.00	1	VERB	успокаивающих
1.00	1	ADJ	переплетных
1.00	1	NOUN	сотен
1.00	10	ADJ	первая
1.00	6	VERB	сохранить
1.00	1	ADJ	публичных
1.00	1	VERB	произошёл
1.00	1	NOUN	чифирь
1.00	2	ADV	временно
1.00	1	NOUN	радиовидимости
1.00	7	ADV	Естественно
1.00	1	VERB	принята
1.00	2	ADJ	пятом
1.00	1	ADJ	языковую
1.00	1	NOUN	протезах
1.00	1	NUM	5,5
1.00	2	NOUN	предложением
1.00	1	ADJ	благодарен
1.00	1	VERB	отрезанные
0.11	1	NOUN	ИБР
0.89	8	PROPN	ИБР
1.00	1	VERB	рассматривая
1.00	1	VERB	отводит
1.00	20	ADV	исключительно
1.00	1	VERB	пересматривать
1.00	3	VERB	получит
1.00	2	PROPN	Африке
1.00	11	NOUN	банк
1.00	1	PRON	чему-либо
1.00	1	ADJ	вторичном
1.00	1	NOUN	репутацию
1.00	1	DET	Такого
1.00	1	NOUN	взгляды
1.00	2	VERB	разместить
1.00	2	NOUN	способа
1.00	2	NOUN	сарае
1.00	1	PROPN	Василий
1.00	1	VERB	приобретает
1.00	1	VERB	унифицированного
1.00	1	NOUN	Секунды
1.00	1	ADJ	всепоглощающее
1.00	1	VERB	Говоря
1.00	1	NOUN	досуга
1.00	1	NOUN	силлогизме
1.00	1	VERB	движущихся
1.00	1	VERB	Посидел
1.00	1	NOUN	русло
1.00	16	NOUN	компания
1.00	1	ADV	величественно
1.00	1	VERB	заключили
1.00	1	ADJ	полезные
1.00	1	VERB	Уходящий
1.00	1	NOUN	монеты
1.00	3	NOUN	принципу
